index,druga_smi,drugb_smi,cell_id,synergy
0,0.0,1,0,0.0
1,0.0,2,0,1.0
2,0.0,5,0,1.0
3,0.0,7,0,1.0
4,0.0,9,0,1.0
5,0.0,23,0,1.0
6,0.0,13,0,1.0
7,1.0,2,0,1.0
8,1.0,7,0,1.0
9,1.0,23,0,1.0
10,1.0,14,0,1.0
11,2.0,7,0,0.0
12,2.0,23,0,1.0
13,2.0,14,0,1.0
14,3.0,1,0,1.0
15,3.0,2,0,1.0
16,3.0,5,0,0.0
17,3.0,7,0,1.0
18,3.0,9,0,1.0
19,3.0,23,0,1.0
20,3.0,13,0,1.0
21,4.0,1,0,0.0
22,4.0,2,0,1.0
23,4.0,5,0,1.0
24,4.0,7,0,1.0
25,4.0,9,0,1.0
26,4.0,23,0,0.0
27,4.0,13,0,0.0
28,5.0,1,0,0.0
29,5.0,2,0,1.0
30,5.0,7,0,1.0
31,5.0,23,0,1.0
32,5.0,14,0,1.0
33,6.0,1,0,1.0
34,6.0,2,0,0.0
35,6.0,5,0,1.0
36,6.0,7,0,1.0
37,6.0,9,0,1.0
38,6.0,23,0,1.0
39,6.0,13,0,1.0
40,7.0,23,0,1.0
41,7.0,14,0,1.0
42,8.0,1,0,1.0
43,8.0,2,0,1.0
44,8.0,5,0,1.0
45,8.0,7,0,1.0
46,8.0,9,0,1.0
47,8.0,23,0,1.0
48,8.0,13,0,1.0
49,9.0,1,0,1.0
50,9.0,2,0,1.0
51,9.0,5,0,1.0
52,9.0,7,0,1.0
53,9.0,23,0,1.0
54,9.0,14,0,1.0
55,10.0,1,0,1.0
56,10.0,2,0,0.0
57,10.0,5,0,0.0
58,10.0,7,0,1.0
59,10.0,9,0,1.0
60,10.0,23,0,1.0
61,10.0,13,0,1.0
62,11.0,1,0,0.0
63,11.0,2,0,1.0
64,11.0,5,0,1.0
65,11.0,7,0,0.0
66,11.0,9,0,1.0
67,11.0,23,0,1.0
68,11.0,13,0,0.0
69,12.0,1,0,1.0
70,12.0,2,0,1.0
71,12.0,5,0,0.0
72,12.0,7,0,1.0
73,12.0,9,0,1.0
74,12.0,23,0,1.0
75,12.0,13,0,1.0
76,13.0,1,0,1.0
77,13.0,2,0,1.0
78,13.0,5,0,1.0
79,13.0,7,0,1.0
80,13.0,9,0,1.0
81,13.0,23,0,1.0
82,13.0,14,0,1.0
83,14.0,23,0,1.0
84,15.0,1,0,1.0
85,15.0,2,0,0.0
86,15.0,5,0,1.0
87,15.0,7,0,1.0
88,15.0,9,0,1.0
89,15.0,23,0,1.0
90,15.0,13,0,1.0
91,16.0,1,0,1.0
92,16.0,2,0,0.0
93,16.0,5,0,1.0
94,16.0,7,0,1.0
95,16.0,9,0,1.0
96,16.0,23,0,1.0
97,16.0,13,0,1.0
98,0.0,1,1,1.0
99,0.0,2,1,1.0
100,0.0,5,1,1.0
101,0.0,7,1,1.0
102,0.0,9,1,1.0
103,0.0,23,1,1.0
104,0.0,13,1,1.0
105,1.0,2,1,1.0
106,1.0,7,1,1.0
107,1.0,23,1,1.0
108,1.0,14,1,1.0
109,2.0,7,1,1.0
110,2.0,23,1,1.0
111,2.0,14,1,1.0
112,3.0,1,1,1.0
113,3.0,2,1,1.0
114,3.0,5,1,1.0
115,3.0,7,1,1.0
116,3.0,9,1,1.0
117,3.0,23,1,1.0
118,3.0,13,1,1.0
119,4.0,1,1,1.0
120,4.0,2,1,1.0
121,4.0,5,1,1.0
122,4.0,7,1,1.0
123,4.0,9,1,1.0
124,4.0,23,1,0.0
125,4.0,13,1,0.0
126,5.0,1,1,1.0
127,5.0,2,1,1.0
128,5.0,7,1,1.0
129,5.0,23,1,1.0
130,5.0,14,1,1.0
131,6.0,1,1,1.0
132,6.0,2,1,1.0
133,6.0,5,1,1.0
134,6.0,7,1,1.0
135,6.0,9,1,1.0
136,6.0,23,1,1.0
137,6.0,13,1,1.0
138,7.0,23,1,1.0
139,7.0,14,1,1.0
140,8.0,1,1,1.0
141,8.0,2,1,1.0
142,8.0,5,1,1.0
143,8.0,7,1,1.0
144,8.0,9,1,1.0
145,8.0,23,1,1.0
146,8.0,13,1,1.0
147,9.0,1,1,1.0
148,9.0,2,1,1.0
149,9.0,5,1,1.0
150,9.0,7,1,1.0
151,9.0,23,1,1.0
152,9.0,14,1,1.0
153,10.0,1,1,1.0
154,10.0,2,1,1.0
155,10.0,5,1,1.0
156,10.0,7,1,1.0
157,10.0,9,1,1.0
158,10.0,23,1,1.0
159,10.0,13,1,1.0
160,11.0,1,1,1.0
161,11.0,2,1,1.0
162,11.0,5,1,1.0
163,11.0,7,1,0.0
164,11.0,9,1,1.0
165,11.0,23,1,1.0
166,11.0,13,1,0.0
167,12.0,1,1,1.0
168,12.0,2,1,1.0
169,12.0,5,1,1.0
170,12.0,7,1,1.0
171,12.0,9,1,1.0
172,12.0,23,1,1.0
173,12.0,13,1,1.0
174,13.0,1,1,1.0
175,13.0,2,1,1.0
176,13.0,5,1,1.0
177,13.0,7,1,1.0
178,13.0,9,1,1.0
179,13.0,23,1,1.0
180,13.0,14,1,1.0
181,14.0,23,1,1.0
182,15.0,1,1,1.0
183,15.0,2,1,1.0
184,15.0,5,1,1.0
185,15.0,7,1,1.0
186,15.0,9,1,1.0
187,15.0,23,1,1.0
188,15.0,13,1,1.0
189,16.0,1,1,1.0
190,16.0,2,1,1.0
191,16.0,5,1,1.0
192,16.0,7,1,1.0
193,16.0,9,1,1.0
194,16.0,23,1,1.0
195,16.0,13,1,1.0
196,0.0,1,2,1.0
197,0.0,2,2,1.0
198,0.0,5,2,1.0
199,0.0,7,2,1.0
200,0.0,9,2,0.0
201,0.0,23,2,1.0
202,0.0,13,2,1.0
203,1.0,2,2,0.0
204,1.0,7,2,1.0
205,1.0,23,2,1.0
206,1.0,14,2,0.0
207,2.0,7,2,1.0
208,2.0,23,2,1.0
209,2.0,14,2,1.0
210,3.0,1,2,1.0
211,3.0,2,2,1.0
212,3.0,5,2,0.0
213,3.0,7,2,1.0
214,3.0,9,2,1.0
215,3.0,23,2,1.0
216,3.0,13,2,1.0
217,4.0,1,2,0.0
218,4.0,2,2,0.0
219,4.0,5,2,0.0
220,4.0,7,2,0.0
221,4.0,9,2,0.0
222,4.0,23,2,0.0
223,4.0,13,2,0.0
224,5.0,1,2,0.0
225,5.0,2,2,0.0
226,5.0,7,2,1.0
227,5.0,23,2,1.0
228,5.0,14,2,1.0
229,6.0,1,2,1.0
230,6.0,2,2,1.0
231,6.0,5,2,1.0
232,6.0,7,2,1.0
233,6.0,9,2,1.0
234,6.0,23,2,1.0
235,6.0,13,2,0.0
236,7.0,23,2,1.0
237,7.0,14,2,0.0
238,8.0,1,2,1.0
239,8.0,2,2,1.0
240,8.0,5,2,1.0
241,8.0,7,2,1.0
242,8.0,9,2,0.0
243,8.0,23,2,1.0
244,8.0,13,2,1.0
245,9.0,1,2,1.0
246,9.0,2,2,0.0
247,9.0,5,2,0.0
248,9.0,7,2,1.0
249,9.0,23,2,1.0
250,9.0,14,2,1.0
251,10.0,1,2,0.0
252,10.0,2,2,0.0
253,10.0,5,2,0.0
254,10.0,7,2,1.0
255,10.0,9,2,0.0
256,10.0,23,2,1.0
257,10.0,13,2,1.0
258,11.0,1,2,1.0
259,11.0,2,2,1.0
260,11.0,5,2,1.0
261,11.0,7,2,1.0
262,11.0,9,2,1.0
263,11.0,23,2,1.0
264,11.0,13,2,0.0
265,12.0,1,2,0.0
266,12.0,2,2,1.0
267,12.0,5,2,1.0
268,12.0,7,2,0.0
269,12.0,9,2,1.0
270,12.0,23,2,1.0
271,12.0,13,2,1.0
272,13.0,1,2,1.0
273,13.0,2,2,1.0
274,13.0,5,2,1.0
275,13.0,7,2,1.0
276,13.0,9,2,1.0
277,13.0,23,2,1.0
278,13.0,14,2,1.0
279,14.0,23,2,1.0
280,15.0,1,2,1.0
281,15.0,2,2,0.0
282,15.0,5,2,1.0
283,15.0,7,2,1.0
284,15.0,9,2,1.0
285,15.0,23,2,1.0
286,15.0,13,2,1.0
287,16.0,1,2,1.0
288,16.0,2,2,1.0
289,16.0,5,2,1.0
290,16.0,7,2,1.0
291,16.0,9,2,1.0
292,16.0,23,2,1.0
293,16.0,13,2,1.0
294,0.0,1,3,1.0
295,0.0,2,3,1.0
296,0.0,5,3,0.0
297,0.0,7,3,1.0
298,0.0,9,3,0.0
299,0.0,23,3,1.0
300,0.0,13,3,1.0
301,1.0,2,3,1.0
302,1.0,7,3,1.0
303,1.0,23,3,1.0
304,1.0,14,3,1.0
305,2.0,7,3,0.0
306,2.0,23,3,1.0
307,2.0,14,3,1.0
308,3.0,1,3,0.0
309,3.0,2,3,1.0
310,3.0,5,3,0.0
311,3.0,7,3,0.0
312,3.0,9,3,1.0
313,3.0,23,3,1.0
314,3.0,13,3,0.0
315,4.0,1,3,1.0
316,4.0,2,3,1.0
317,4.0,5,3,1.0
318,4.0,7,3,0.0
319,4.0,9,3,1.0
320,4.0,23,3,0.0
321,4.0,13,3,0.0
322,5.0,1,3,1.0
323,5.0,2,3,0.0
324,5.0,7,3,1.0
325,5.0,23,3,1.0
326,5.0,14,3,1.0
327,6.0,1,3,1.0
328,6.0,2,3,1.0
329,6.0,5,3,1.0
330,6.0,7,3,1.0
331,6.0,9,3,1.0
332,6.0,23,3,1.0
333,6.0,13,3,1.0
334,7.0,23,3,1.0
335,7.0,14,3,1.0
336,8.0,1,3,1.0
337,8.0,2,3,0.0
338,8.0,5,3,1.0
339,8.0,7,3,0.0
340,8.0,9,3,1.0
341,8.0,23,3,0.0
342,8.0,13,3,1.0
343,9.0,1,3,1.0
344,9.0,2,3,1.0
345,9.0,5,3,0.0
346,9.0,7,3,1.0
347,9.0,23,3,1.0
348,9.0,14,3,1.0
349,10.0,1,3,1.0
350,10.0,2,3,0.0
351,10.0,5,3,0.0
352,10.0,7,3,1.0
353,10.0,9,3,0.0
354,10.0,23,3,1.0
355,10.0,13,3,1.0
356,11.0,1,3,1.0
357,11.0,2,3,0.0
358,11.0,5,3,0.0
359,11.0,7,3,0.0
360,11.0,9,3,0.0
361,11.0,23,3,1.0
362,11.0,13,3,0.0
363,12.0,1,3,1.0
364,12.0,2,3,1.0
365,12.0,5,3,1.0
366,12.0,7,3,1.0
367,12.0,9,3,1.0
368,12.0,23,3,1.0
369,12.0,13,3,1.0
370,13.0,1,3,1.0
371,13.0,2,3,0.0
372,13.0,5,3,0.0
373,13.0,7,3,1.0
374,13.0,9,3,1.0
375,13.0,23,3,1.0
376,13.0,14,3,1.0
377,14.0,23,3,1.0
378,15.0,1,3,1.0
379,15.0,2,3,0.0
380,15.0,5,3,1.0
381,15.0,7,3,1.0
382,15.0,9,3,1.0
383,15.0,23,3,1.0
384,15.0,13,3,1.0
385,16.0,1,3,1.0
386,16.0,2,3,0.0
387,16.0,5,3,1.0
388,16.0,7,3,1.0
389,16.0,9,3,1.0
390,16.0,23,3,1.0
391,16.0,13,3,0.0
392,0.0,1,4,1.0
393,0.0,2,4,1.0
394,0.0,5,4,1.0
395,0.0,7,4,1.0
396,0.0,9,4,1.0
397,0.0,23,4,0.0
398,0.0,13,4,1.0
399,1.0,2,4,1.0
400,1.0,7,4,1.0
401,1.0,23,4,1.0
402,1.0,14,4,1.0
403,2.0,7,4,1.0
404,2.0,23,4,1.0
405,2.0,14,4,1.0
406,3.0,1,4,1.0
407,3.0,2,4,1.0
408,3.0,5,4,1.0
409,3.0,7,4,1.0
410,3.0,9,4,1.0
411,3.0,23,4,1.0
412,3.0,13,4,1.0
413,4.0,1,4,1.0
414,4.0,2,4,1.0
415,4.0,5,4,0.0
416,4.0,7,4,1.0
417,4.0,9,4,1.0
418,4.0,23,4,0.0
419,4.0,13,4,1.0
420,5.0,1,4,1.0
421,5.0,2,4,1.0
422,5.0,7,4,1.0
423,5.0,23,4,0.0
424,5.0,14,4,1.0
425,6.0,1,4,1.0
426,6.0,2,4,1.0
427,6.0,5,4,1.0
428,6.0,7,4,0.0
429,6.0,9,4,1.0
430,6.0,23,4,0.0
431,6.0,13,4,1.0
432,7.0,23,4,1.0
433,7.0,14,4,1.0
434,8.0,1,4,1.0
435,8.0,2,4,1.0
436,8.0,5,4,1.0
437,8.0,7,4,1.0
438,8.0,9,4,1.0
439,8.0,23,4,0.0
440,8.0,13,4,1.0
441,9.0,1,4,1.0
442,9.0,2,4,1.0
443,9.0,5,4,1.0
444,9.0,7,4,1.0
445,9.0,23,4,1.0
446,9.0,14,4,0.0
447,10.0,1,4,1.0
448,10.0,2,4,1.0
449,10.0,5,4,1.0
450,10.0,7,4,1.0
451,10.0,9,4,1.0
452,10.0,23,4,1.0
453,10.0,13,4,1.0
454,11.0,1,4,1.0
455,11.0,2,4,1.0
456,11.0,5,4,1.0
457,11.0,7,4,1.0
458,11.0,9,4,1.0
459,11.0,23,4,0.0
460,11.0,13,4,0.0
461,12.0,1,4,1.0
462,12.0,2,4,1.0
463,12.0,5,4,1.0
464,12.0,7,4,1.0
465,12.0,9,4,1.0
466,12.0,23,4,1.0
467,12.0,13,4,1.0
468,13.0,1,4,1.0
469,13.0,2,4,1.0
470,13.0,5,4,1.0
471,13.0,7,4,1.0
472,13.0,9,4,1.0
473,13.0,23,4,1.0
474,13.0,14,4,1.0
475,14.0,23,4,0.0
476,15.0,1,4,1.0
477,15.0,2,4,1.0
478,15.0,5,4,1.0
479,15.0,7,4,1.0
480,15.0,9,4,1.0
481,15.0,23,4,1.0
482,15.0,13,4,1.0
483,16.0,1,4,1.0
484,16.0,2,4,1.0
485,16.0,5,4,1.0
486,16.0,7,4,1.0
487,16.0,9,4,1.0
488,16.0,23,4,1.0
489,16.0,13,4,1.0
490,0.0,1,5,1.0
491,0.0,2,5,1.0
492,0.0,5,5,1.0
493,0.0,7,5,0.0
494,0.0,9,5,1.0
495,0.0,23,5,1.0
496,0.0,13,5,1.0
497,1.0,2,5,1.0
498,1.0,7,5,1.0
499,1.0,23,5,1.0
500,1.0,14,5,1.0
501,2.0,7,5,1.0
502,2.0,23,5,1.0
503,2.0,14,5,0.0
504,3.0,1,5,1.0
505,3.0,2,5,1.0
506,3.0,5,5,1.0
507,3.0,7,5,1.0
508,3.0,9,5,0.0
509,3.0,23,5,1.0
510,3.0,13,5,1.0
511,4.0,1,5,1.0
512,4.0,2,5,1.0
513,4.0,5,5,0.0
514,4.0,7,5,0.0
515,4.0,9,5,1.0
516,4.0,23,5,0.0
517,4.0,13,5,0.0
518,5.0,1,5,1.0
519,5.0,2,5,1.0
520,5.0,7,5,1.0
521,5.0,23,5,1.0
522,5.0,14,5,1.0
523,6.0,1,5,1.0
524,6.0,2,5,1.0
525,6.0,5,5,1.0
526,6.0,7,5,0.0
527,6.0,9,5,1.0
528,6.0,23,5,1.0
529,6.0,13,5,0.0
530,7.0,23,5,1.0
531,7.0,14,5,1.0
532,8.0,1,5,1.0
533,8.0,2,5,1.0
534,8.0,5,5,1.0
535,8.0,7,5,0.0
536,8.0,9,5,0.0
537,8.0,23,5,1.0
538,8.0,13,5,0.0
539,9.0,1,5,1.0
540,9.0,2,5,1.0
541,9.0,5,5,1.0
542,9.0,7,5,1.0
543,9.0,23,5,1.0
544,9.0,14,5,1.0
545,10.0,1,5,1.0
546,10.0,2,5,1.0
547,10.0,5,5,1.0
548,10.0,7,5,1.0
549,10.0,9,5,0.0
550,10.0,23,5,1.0
551,10.0,13,5,1.0
552,11.0,1,5,1.0
553,11.0,2,5,0.0
554,11.0,5,5,0.0
555,11.0,7,5,0.0
556,11.0,9,5,0.0
557,11.0,23,5,1.0
558,11.0,13,5,0.0
559,12.0,1,5,1.0
560,12.0,2,5,1.0
561,12.0,5,5,1.0
562,12.0,7,5,0.0
563,12.0,9,5,1.0
564,12.0,23,5,1.0
565,12.0,13,5,1.0
566,13.0,1,5,1.0
567,13.0,2,5,1.0
568,13.0,5,5,1.0
569,13.0,7,5,1.0
570,13.0,9,5,1.0
571,13.0,23,5,1.0
572,13.0,14,5,0.0
573,14.0,23,5,1.0
574,15.0,1,5,1.0
575,15.0,2,5,1.0
576,15.0,5,5,1.0
577,15.0,7,5,0.0
578,15.0,9,5,1.0
579,15.0,23,5,1.0
580,15.0,13,5,1.0
581,16.0,1,5,0.0
582,16.0,2,5,1.0
583,16.0,5,5,1.0
584,16.0,7,5,0.0
585,16.0,9,5,1.0
586,16.0,23,5,1.0
587,16.0,13,5,1.0
588,0.0,1,6,1.0
589,0.0,2,6,1.0
590,0.0,5,6,1.0
591,0.0,7,6,0.0
592,0.0,9,6,0.0
593,0.0,23,6,1.0
594,0.0,13,6,1.0
595,1.0,2,6,1.0
596,1.0,7,6,1.0
597,1.0,23,6,1.0
598,1.0,14,6,1.0
599,2.0,7,6,0.0
600,2.0,23,6,1.0
601,2.0,14,6,0.0
602,3.0,1,6,1.0
603,3.0,2,6,1.0
604,3.0,5,6,1.0
605,3.0,7,6,1.0
606,3.0,9,6,1.0
607,3.0,23,6,1.0
608,3.0,13,6,1.0
609,4.0,1,6,1.0
610,4.0,2,6,1.0
611,4.0,5,6,1.0
612,4.0,7,6,1.0
613,4.0,9,6,1.0
614,4.0,23,6,0.0
615,4.0,13,6,0.0
616,5.0,1,6,1.0
617,5.0,2,6,1.0
618,5.0,7,6,1.0
619,5.0,23,6,1.0
620,5.0,14,6,1.0
621,6.0,1,6,1.0
622,6.0,2,6,0.0
623,6.0,5,6,1.0
624,6.0,7,6,1.0
625,6.0,9,6,1.0
626,6.0,23,6,1.0
627,6.0,13,6,0.0
628,7.0,23,6,1.0
629,7.0,14,6,1.0
630,8.0,1,6,1.0
631,8.0,2,6,1.0
632,8.0,5,6,1.0
633,8.0,7,6,1.0
634,8.0,9,6,1.0
635,8.0,23,6,0.0
636,8.0,13,6,1.0
637,9.0,1,6,1.0
638,9.0,2,6,0.0
639,9.0,5,6,1.0
640,9.0,7,6,1.0
641,9.0,23,6,1.0
642,9.0,14,6,1.0
643,10.0,1,6,1.0
644,10.0,2,6,0.0
645,10.0,5,6,1.0
646,10.0,7,6,0.0
647,10.0,9,6,0.0
648,10.0,23,6,1.0
649,10.0,13,6,1.0
650,11.0,1,6,1.0
651,11.0,2,6,1.0
652,11.0,5,6,1.0
653,11.0,7,6,1.0
654,11.0,9,6,1.0
655,11.0,23,6,1.0
656,11.0,13,6,1.0
657,12.0,1,6,1.0
658,12.0,2,6,1.0
659,12.0,5,6,1.0
660,12.0,7,6,1.0
661,12.0,9,6,1.0
662,12.0,23,6,1.0
663,12.0,13,6,1.0
664,13.0,1,6,1.0
665,13.0,2,6,1.0
666,13.0,5,6,1.0
667,13.0,7,6,1.0
668,13.0,9,6,1.0
669,13.0,23,6,1.0
670,13.0,14,6,0.0
671,14.0,23,6,1.0
672,15.0,1,6,1.0
673,15.0,2,6,1.0
674,15.0,5,6,1.0
675,15.0,7,6,0.0
676,15.0,9,6,1.0
677,15.0,23,6,1.0
678,15.0,13,6,1.0
679,16.0,1,6,1.0
680,16.0,2,6,1.0
681,16.0,5,6,1.0
682,16.0,7,6,1.0
683,16.0,9,6,1.0
684,16.0,23,6,1.0
685,16.0,13,6,1.0
686,0.0,1,7,1.0
687,0.0,2,7,1.0
688,0.0,5,7,1.0
689,0.0,7,7,1.0
690,0.0,9,7,0.0
691,0.0,23,7,1.0
692,0.0,13,7,1.0
693,1.0,2,7,1.0
694,1.0,7,7,1.0
695,1.0,23,7,1.0
696,1.0,14,7,1.0
697,2.0,7,7,1.0
698,2.0,23,7,1.0
699,2.0,14,7,1.0
700,3.0,1,7,1.0
701,3.0,2,7,1.0
702,3.0,5,7,0.0
703,3.0,7,7,0.0
704,3.0,9,7,0.0
705,3.0,23,7,1.0
706,3.0,13,7,1.0
707,4.0,1,7,1.0
708,4.0,2,7,1.0
709,4.0,5,7,1.0
710,4.0,7,7,1.0
711,4.0,9,7,1.0
712,4.0,23,7,0.0
713,4.0,13,7,0.0
714,5.0,1,7,1.0
715,5.0,2,7,1.0
716,5.0,7,7,1.0
717,5.0,23,7,1.0
718,5.0,14,7,1.0
719,6.0,1,7,1.0
720,6.0,2,7,1.0
721,6.0,5,7,1.0
722,6.0,7,7,1.0
723,6.0,9,7,1.0
724,6.0,23,7,1.0
725,6.0,13,7,1.0
726,7.0,23,7,1.0
727,7.0,14,7,1.0
728,8.0,1,7,1.0
729,8.0,2,7,1.0
730,8.0,5,7,1.0
731,8.0,7,7,0.0
732,8.0,9,7,0.0
733,8.0,23,7,0.0
734,8.0,13,7,1.0
735,9.0,1,7,0.0
736,9.0,2,7,0.0
737,9.0,5,7,0.0
738,9.0,7,7,1.0
739,9.0,23,7,1.0
740,9.0,14,7,0.0
741,10.0,1,7,0.0
742,10.0,2,7,1.0
743,10.0,5,7,0.0
744,10.0,7,7,0.0
745,10.0,9,7,0.0
746,10.0,23,7,1.0
747,10.0,13,7,1.0
748,11.0,1,7,0.0
749,11.0,2,7,0.0
750,11.0,5,7,0.0
751,11.0,7,7,0.0
752,11.0,9,7,0.0
753,11.0,23,7,0.0
754,11.0,13,7,0.0
755,12.0,1,7,1.0
756,12.0,2,7,1.0
757,12.0,5,7,0.0
758,12.0,7,7,1.0
759,12.0,9,7,1.0
